Name,Mortality,Original_Mortality,New_Mort,dnbr,Mortality_Qualitative,prefire_cover,new_cover,Veg_Assoc,elev,slope,temp,sr,precip,tpi,cwd,vpd_Aug,twi,Mean Aspect ,flow,area,southwestness,vpd_jan,fri,wind_speed,wind_direction,wind_exposition,elev_d,slope_d,temp_d,sr_d,precip_d,tpi_d,cwd_d,vpd_a_d,twi_d,area_d,vpd_j_d,elev_p,slope_p,temp_p,sr_p,precip_p,tpi_p,cwd_p,vpd_a_p,twi_p,area_p,vpd_j_p,landscape_position,cwd_2
586,1,Very Low,low,0.112422,Low,Moderate-High(50-75%),moderate,Chap/Oak,1264.567572,34.100605,33.919829,1182243.606,445.933782,-1.459675,1264.476926,45.805065,5.036627,188.297046,0.903008,74687.20929,0.543531373,10.640266,100,14.670678,300.159286,1.027552,40%,60%,80%,40%,10%,60%,40%,90%,70%,100%,70%,50%,75%,100%,50%,25%,75%,50%,100%,75%,100%,75%,Midslope with Drainage,949.730696
587,2,Low,ml,0.276226,Low,Moderate (25-50%),moderate_low,Chap/Oak,1445.371619,44.301641,33.064363,1424425.032,446.826315,-3.294004,1444.625149,42.211021,3.603261,314.095445,0.626792,6137.061455,0.425890271,9.744685,100,21.047605,295.201827,1.160475,80%,100%,60%,70%,10%,30%,80%,70%,10%,50%,50%,75%,100%,75%,75%,25%,50%,75%,75%,25%,50%,50%,Upmost ,951.917692
588,0,None,low,0.069766,None,Moderate (25-50%),moderate_low,Chap/Oak,1342.976727,39.348252,33.157205,1281327.738,503.316528,-0.06125,1343.546538,43.670583,3.451825,34.149995,0.514367,3533.514856,-0.705869179,10.126264,100,14.207477,297.943107,1.088238,60%,100%,60%,50%,20%,80%,60%,80%,10%,30%,60%,75%,100%,75%,50%,25%,100%,75%,75%,25%,50%,75%,Midslope ,947.498248
589,1,Very Low,low,0.172328,Low,Moderate (25-50%),moderate_low,Chap/Oak,1332.12765,30.464601,33.042465,1446948.422,539.631952,-0.854041,1332.296789,42.908819,4.887457,193.432725,0.863276,178167.2728,0.988568667,9.967914,100,12.36724,299.639271,1.029007,50%,40%,60%,70%,20%,70%,50%,70%,60%,100%,50%,50%,50%,75%,75%,25%,75%,50%,75%,75%,100%,50%,Midslope with Drainage,934.477296
590,0,None,low,0.16139,None,Low (5-25%),low,Chap/Oak,1400.771054,28.770624,33.035725,1818374.75,547.257318,-2.406042,1400.202783,42.639472,6.191247,299.925128,0.778019,1866.83882,0.890162025,9.898545,100,15.13224,308.148956,1.076303,70%,30%,60%,90%,30%,50%,70%,70%,100%,20%,50%,75%,25%,75%,100%,25%,50%,75%,75%,100%,25%,50%,Midslope ,936.192404
591,1,Very Low,low,0.075433,Low,High (75-100%),high,Chap/Oak,1422.895347,33.713924,32.511597,1188157.281,549.454428,-0.324629,1422.393486,40.632217,4.568535,207.400282,0.822786,111734.1809,0.315476168,9.451767,100,14.095025,304.763535,1.095795,70%,60%,50%,40%,30%,80%,70%,60%,50%,100%,40%,75%,75%,50%,50%,25%,100%,75%,75%,50%,100%,50%,Midslope ,937.59015
592,0,None,low,0.029428,None,Moderate (25-50%),moderate_low,Chap/Oak,1513.887906,31.429982,32.168195,1867981.719,555.922773,0.785989,1512.517299,39.280775,4.359657,294.900666,0.607967,11329.31827,0.706944512,9.091254,100,16.070482,311.443276,1.193703,90%,40%,40%,90%,30%,90%,90%,50%,40%,60%,30%,100%,50%,50%,100%,25%,100%,100%,50%,50%,75%,25%,Upmost ,933.770976
593,2,Low,ml,0.349674,Low,Moderate (25-50%),moderate_low,Chap/Oak,1488.88778,30.387254,32.349548,2694387.25,560.820707,2.2132,1488.88778,40.549471,4.103677,112.146622,0.557997,1037.486313,0.970389656,9.344379,100,16.976351,309.750799,1.174911,90%,40%,50%,100%,30%,100%,90%,60%,30%,10%,40%,100%,50%,50%,100%,25%,100%,100%,75%,25%,25%,50%,Midslope ,956.382227
598,2,Low,ml,-0.056716,Low,Moderate (25-50%),moderate_low,Chap/Oak,1405.606955,33.261836,32.658811,1535234.886,566.466312,2.522061,1408.003135,41.743641,3.363531,47.737594,0.333163,2081.365431,0.235350253,9.687941,100,15.747532,305.714232,1.141032,70%,60%,50%,70%,30%,100%,70%,60%,10%,20%,40%,75%,75%,50%,75%,50%,100%,75%,75%,25%,25%,50%,Upmost ,943.474165
599,2,Low,ml,0.236635,Low,Moderate-High(50-75%),moderate,Chap/Oak,1421.003889,32.888752,32.497516,974895.5974,564.117916,-0.575454,1421.248285,41.257559,4.13163,259.594238,0.586292,3675.837883,-0.99932594,9.551719,100,16.433012,308.283162,1.113904,70%,60%,50%,20%,30%,80%,70%,60%,30%,40%,40%,75%,75%,50%,25%,25%,75%,75%,75%,25%,50%,50%,Midslope ,946.093758
600,2,Low,ml,-0.047958,Low,Moderate (25-50%),moderate_low,Chap/Oak,1477.588527,30.753254,32.408182,1245372.62,564.82608,0.586056,1477.830703,40.72882,3.952196,53.904324,0.559726,10338.96699,0.120827672,9.439526,100,16.027094,304.873705,1.182757,80%,40%,50%,50%,30%,90%,80%,60%,20%,60%,40%,100%,50%,50%,50%,50%,100%,100%,75%,25%,75%,50%,Upmost ,936.29336
602,1,Very Low,low,-0.088448,Low,Moderate-High(50-75%),moderate,Chap/Oak,1434.158795,36.023311,32.889016,1132390.669,572.272217,2.05018,1434.740438,42.337733,3.722151,95.146007,0.374831,5532.46672,-0.498703302,9.810969,100,14.299187,300.579518,1.165358,80%,80%,60%,40%,30%,100%,80%,70%,10%,50%,50%,75%,75%,75%,50%,50%,100%,75%,75%,25%,50%,50%,Upmost with Drainage,955.595621
603,1,Very Low,low,0.160578,Low,Moderate (25-50%),moderate_low,Chap/Oak,1406.117917,37.852373,33.043746,1212229.481,575.026683,-0.454039,1407.269333,42.695544,3.320076,40.1924,0.352553,3234.569527,-0.854418042,9.928323,100,13.919627,299.179366,1.148413,70%,90%,60%,50%,30%,80%,70%,70%,10%,30%,50%,75%,100%,75%,50%,50%,75%,75%,75%,25%,50%,50%,Upmost ,960.82261
606,1,Very Low,low,0.164157,Low,High (75-100%),high,Chap/Oak,1279.352432,34.367376,33.418576,982365.8735,591.937503,1.179767,1279.691901,44.062384,3.970078,181.870365,0.68273,14391.05026,0.657980788,10.123404,100,12.069929,285.147905,1.034402,40%,70%,70%,20%,40%,90%,40%,80%,20%,70%,50%,50%,75%,75%,25%,50%,100%,50%,75%,25%,75%,50%,Midslope ,960.275801
607,1,Very Low,low,0.175968,Low,Moderate-High(50-75%),moderate,Chap/Oak,1270.849576,32.819351,33.466477,1361592.691,595.934159,-1.393723,1270.8182,43.634908,4.493121,233.213916,0.671748,29934.39047,-0.352212806,10.187949,100,12.204184,287.692581,1.002309,40%,50%,70%,60%,40%,60%,40%,80%,40%,90%,60%,50%,50%,75%,75%,50%,75%,50%,75%,50%,100%,75%,Midslope with Drainage,959.828222
608,0,None,low,0.440454,None,Low (5-25%),low,Chap/Oak,1212.306207,11.046406,33.595016,2116539.262,590.709512,-4.35091,1212.39774,43.538112,6.613809,115.341699,1.704464,3018.611928,-0.95608934,10.227289,100,12.267749,284.321016,0.885967,30%,10%,80%,90%,40%,20%,30%,70%,100%,30%,60%,25%,25%,75%,100%,50%,25%,25%,75%,100%,50%,75%,Flat,966.91321
609,0,None,low,0.030656,None,Low (5-25%),low,Oak,1315.940975,39.62491,33.202633,1177647.851,596.624209,-1.2101,1316.31005,43.69582,3.820119,184.746696,0.684915,2547.461124,-0.832384132,10.063992,100,12.181074,285.732626,1.046503,50%,100%,70%,40%,40%,70%,50%,80%,20%,30%,50%,50%,100%,75%,50%,50%,75%,50%,75%,25%,25%,50%,Midslope,950.852341
610,2,Low,ml,0.486336,Low,Moderate-High(50-75%),moderate,Chap/Oak,1323.507515,32.490927,33.02393,1301245.557,600.721074,0.562922,1323.573699,42.959205,3.696279,191.839535,0.509405,10190.51072,-0.172869349,10.026518,100,12.575451,290.064401,1.044759,50%,50%,60%,50%,40%,90%,50%,70%,10%,60%,50%,50%,50%,75%,50%,50%,100%,50%,75%,25%,75%,50%,Midslope,930.509
613,2,Low,ml,0.623416,Low,High (75-100%),high,Chap/Oak,1332.341182,30.449799,32.477783,912552.111,688.132386,-3.684257,1332.341182,40.687851,4.520265,93.591846,1.169509,9232.034102,0.85835712,10.028426,100,12.84832,298.54757,1.001634,50%,40%,50%,20%,50%,30%,50%,60%,40%,60%,50%,50%,50%,50%,25%,50%,25%,50%,75%,50%,75%,50%,Midslope with Drainage,883.389022
617,0,None,low,0.459371,None,Low (5-25%),low,Chap/Oak,1446.803563,31.14111,31.477095,1317006.772,834.599242,-2.723947,1446.904461,36.004331,4.831116,150.623059,0.819335,6378.426644,0.522272534,9.071046,100,13.730686,299.387204,1.071709,80%,40%,30%,60%,70%,40%,80%,30%,60%,50%,30%,75%,50%,50%,75%,75%,50%,75%,50%,75%,50%,25%,Midslope with Drainage,813.217097
619,1,Very Low,low,0.218112,Low,Low (5-25%),low,Chap/Oak,1355.753574,24.909703,32.015811,1428945.833,762.31165,-2.600158,1355.537509,38.433903,5.588728,224.577438,1.045027,61846.70867,0.912041262,9.564661,100,12.063387,294.09504,0.993301,60%,20%,40%,70%,60%,40%,60%,40%,80%,100%,40%,75%,25%,50%,75%,75%,50%,75%,50%,100%,100%,50%,Midslope with Drainage,824.291273
620,1,Very Low,low,0.197974,Low,High (75-100%),high,Chap/Oak,1388.303722,24.733618,31.702953,1823586.001,803.926476,-3.371477,1388.111011,37.180308,6.024884,182.773443,1.156188,48840.86345,-0.183891315,9.101012,100,11.998503,292.157438,0.99185,70%,20%,30%,90%,70%,30%,70%,40%,90%,90%,30%,75%,25%,50%,100%,75%,50%,75%,50%,100%,100%,25%,Adjacent to Bed,813.01118
621,2,Low,ml,0.198818,Low,Moderate-High(50-75%),moderate,Chap/Oak,1434.405367,22.02418,31.418092,1443018.795,839.893692,-2.57547,1435.123491,36.170902,6.310295,177.1049,1.004179,13876.51202,-0.717067684,8.787631,100,12.504413,293.979125,1.026188,80%,10%,30%,70%,70%,40%,80%,30%,100%,70%,20%,75%,25%,50%,75%,75%,50%,75%,50%,100%,75%,25%,Midslope ,806.802667
627,0,None,low,0.239826,None,Very Low(0-5%),low,Chap/Oak,1573.341773,20.462406,30.728742,1367707.298,926.029727,-1.508509,1573.337336,33.615544,5.341775,166.042145,0.970667,23089.02797,-0.743568148,8.65073,100,15.612149,303.948077,1.112058,90%,10%,20%,60%,90%,60%,100%,20%,80%,80%,10%,100%,25%,25%,75%,100%,75%,100%,25%,75%,100%,25%,Midslope ,764.336986
628,4,Moderate,moderate,0.321861,Moderate,Moderate (25-50%),moderate_low,Chap/Oak,1679.231938,29.105109,30.188825,671354.1026,968.514348,-0.417044,1678.838133,32.203681,4.738671,272.419424,0.800423,37633.19124,-0.956646694,8.666269,100,16.113305,304.530013,1.184768,90%,30%,20%,10%,90%,80%,100%,20%,50%,90%,10%,100%,50%,25%,25%,100%,75%,100%,25%,50%,100%,25%,Midslope ,745.630596
629,5,High,high,0.802084,High,Moderate (25-50%),moderate_low,Chap/Oak,1604.910991,29.062622,30.598282,1529981.05,941.494861,2.008442,1605.30731,33.228597,3.793647,74.779959,0.433169,3140.762835,0.838426639,8.803284,100,15.809674,306.413328,1.172035,90%,30%,20%,70%,90%,100%,100%,20%,20%,30%,20%,100%,50%,25%,75%,100%,100%,100%,25%,25%,50%,25%,Midslope ,769.238965
630,1,Very Low,low,0.522325,Low,Moderate (25-50%),moderate_low,Chap/Oak,1567.950583,30.341748,30.599381,1087872.205,943.198316,-5.269886,1568.167596,33.260371,5.291215,225.95036,0.930043,6337.818924,0.581390222,8.862474,100,15.710515,307.244849,1.115663,90%,40%,20%,30%,90%,20%,100%,20%,80%,50%,20%,100%,50%,25%,50%,100%,25%,100%,25%,75%,50%,25%,Midslope with Drainage,776.123306
631,3,Moderate,moderate,0.273361,Moderate,Moderate (25-50%),moderate_low,Chap/Oak,1573.752986,30.536361,30.229646,802757.875,1005.589239,-2.236816,1573.419352,32.872359,4.412175,10.258199,0.82194,994.858325,0.441523355,9.185419,100,14.03752,308.182819,1.139918,90%,40%,20%,10%,100%,50%,100%,20%,40%,10%,30%,100%,50%,25%,25%,100%,50%,100%,25%,50%,25%,50%,Midslope ,770.851293
633,5,High,high,0.556264,High,Moderate-High(50-75%),moderate,Chap,1041.932217,26.505312,32.116627,1045190.663,862.706272,-3.498727,1041.268518,37.711021,5.234613,175.941966,1.048171,29603.23345,0.355405514,11.586756,74,11.610813,310.847217,0.955004,10%,20%,40%,30%,70%,30%,10%,40%,70%,90%,80%,25%,25%,50%,25%,75%,50%,25%,50%,75%,100%,100%,Midslope with Drainage,914.50101
634,5,High,high,0.534834,High,Moderate (25-50%),moderate_low,Chap,1039.825129,28.792607,31.884659,1006928.43,871.414017,-4.576051,1040.77301,37.315506,5.53085,89.567245,1.250524,3854.540114,-0.941321783,11.379405,74,10.950079,295.847198,0.91418,10%,30%,40%,30%,70%,20%,10%,40%,80%,40%,80%,25%,25%,50%,25%,75%,25%,25%,50%,100%,50%,100%,Midslope ,904.530538
635,5,High,high,0.474425,High,Moderate (25-50%),moderate_low,Chap,1012.671824,26.637536,31.958063,1196070.795,870.261956,-6.577814,1012.428075,37.399284,6.744595,154.102813,1.467208,6363.485446,-0.209782294,11.45801,74,9.956709,296.742846,0.886323,10%,20%,40%,50%,70%,10%,10%,40%,100%,50%,80%,25%,25%,50%,50%,75%,25%,25%,50%,100%,50%,100%,Midslope with Drainage,909.213613
636,5,High,high,0.576926,High,Moderate (25-50%),moderate_low,Chap,983.849246,24.162749,32.082431,1177387.645,866.320789,-5.778225,983.742658,37.635595,6.33161,333.704402,1.585373,7092.502543,-0.314049609,11.571875,74,8.887862,300.492192,0.884024,10%,10%,40%,40%,70%,10%,10%,40%,100%,50%,80%,25%,25%,50%,50%,75%,25%,25%,50%,100%,50%,100%,Midslope,913.185988
638,1,Very Low,low,0.191088,Low,High (75-100%),high,Chap/conifer,1774.635633,32.584701,29.193937,871208.5522,1039.257865,-0.834069,1773.953304,30.057118,4.92324,239.275641,0.862535,111265.8932,-0.138031941,8.726715,100,14.825981,294.456436,1.19483,90%,50%,10%,20%,100%,70%,100%,10%,60%,100%,10%,100%,50%,25%,25%,100%,75%,100%,25%,75%,100%,25%,Midslope with Drainage,745.023817
639,1,Very Low,low,0.264257,Low,Moderate-High(50-75%),moderate,Chap/Oak,1781.372617,31.669123,29.258066,1078199.972,1056.008647,-0.5912,1781.331499,31.234128,5.041857,152.313462,0.872241,245733.9548,-0.909004528,8.79856,74,15.676984,297.557274,1.196612,90%,50%,10%,30%,100%,80%,100%,10%,70%,100%,20%,100%,50%,25%,50%,100%,75%,100%,25%,75%,100%,25%,Midslope with Drainage,755.830629
640,3,Moderate,moderate,0.161853,Moderate,Moderate (25-50%),moderate_low,Chap/conifer,1881.289836,25.244486,28.912539,904305.6105,1042.524529,0.730434,1881.794328,29.52944,4.988828,87.546082,0.797427,12977.98146,0.713609753,8.66515,74,15.599677,286.957715,1.244545,90%,20%,10%,20%,100%,90%,100%,10%,60%,70%,10%,100%,25%,25%,25%,100%,100%,100%,25%,75%,75%,25%,Midslope ,768.06481
641,0,None,low,0.22261,None,Low (5-25%),low,Chap/Oak,1807.205853,20.776869,29.089243,1117937.167,1045.997701,-0.088521,1807.303182,30.301226,5.555319,94.085423,0.843714,7430.004786,0.512833292,8.747201,74,14.976818,293.740297,1.212535,90%,10%,10%,40%,100%,80%,100%,10%,80%,50%,10%,100%,25%,25%,50%,100%,100%,100%,25%,100%,50%,25%,Midslope ,750.919939
642,5,High,high,0.653749,High,Moderate-High(50-75%),moderate,Chap/Oak,1758.188745,29.851964,29.44972,420935.095,1046.329572,2.967764,1758.701926,31.125463,3.772379,126.174807,0.397039,12609.98083,-0.134566121,8.929053,100,13.980585,301.811448,1.23256,90%,40%,10%,10%,100%,100%,100%,10%,10%,70%,20%,100%,50%,25%,25%,100%,100%,100%,25%,25%,75%,25%,Midslope ,735.756064
643,5,High,high,0.66412,High,Moderate-High(50-75%),moderate,Chap/Oak,1707.346595,27.090057,29.564089,1088979.519,1051.169944,-0.95226,1708.63727,31.633597,4.817551,69.570607,0.817517,16423.2619,-0.079359815,9.006987,100,13.892313,303.550404,1.182109,90%,20%,10%,30%,100%,70%,100%,10%,60%,70%,20%,100%,25%,25%,50%,100%,75%,100%,25%,75%,75%,25%,Midslope with Drainage,738.0316
644,4,Moderate,moderate,0.788144,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1600.815762,24.528569,30.059485,1010916.635,1064.300004,-2.187916,1600.609461,33.083036,5.868452,264.11396,1.156017,22027.90995,0.155316833,8.972439,100,14.064296,307.144086,1.130394,90%,20%,10%,30%,100%,50%,100%,20%,90%,80%,20%,100%,25%,25%,25%,100%,50%,100%,25%,100%,75%,25%,Midslope with Drainage,747.261676
645,1,Very Low,low,0.357547,Low,High (75-100%),high,Chap/conifer,1733.498265,33.862502,29.80725,962062.2345,1080.020613,-1.746612,1733.899545,32.467722,5.118808,107.128206,0.976753,86354.3954,0.062029643,8.690438,74,13.607211,304.660544,1.181606,90%,60%,10%,20%,100%,60%,100%,20%,70%,100%,10%,100%,75%,25%,25%,100%,75%,100%,25%,75%,100%,25%,Midslope with Drainage,732.314533
648,2,Low,ml,0.176243,Low,Moderate (25-50%),moderate_low,Chap/Oak,1864.271236,35.910806,29.319165,467207.82,1070.60683,-0.546273,1864.954664,31.324021,4.432,65.991695,0.762702,34499.62295,-0.350285589,8.67847,74,16.378146,298.100361,1.23366,90%,80%,10%,10%,100%,80%,100%,10%,40%,90%,10%,100%,75%,25%,25%,100%,75%,100%,25%,50%,100%,25%,Upmost,782.352883
653,0,None,low,0.002062,None,Low (5-25%),low,Chap/Oak,1787.584222,32.28747,29.268483,1785809.544,1075.721449,0.067541,1789.075246,30.388383,4.553191,117.960414,1.040874,3221.36607,0.97469679,8.639122,74,15.508266,293.404781,1.213102,90%,50%,10%,80%,100%,90%,100%,10%,50%,30%,10%,100%,50%,25%,100%,100%,100%,100%,25%,50%,50%,25%,Midslope with Drainage,779.728524
654,0,None,low,0.48498,None,Low (5-25%),low,Chap,1851.222217,37.033196,29.326949,2339147.524,1075.070255,-1.03084,1852.23076,30.831469,4.549143,144.070996,0.728598,7262.744091,0.730047418,8.654758,74,15.686758,296.036223,1.235978,90%,90%,10%,100%,100%,70%,100%,10%,50%,50%,10%,100%,100%,25%,100%,100%,75%,100%,25%,50%,50%,25%,Upmost with Drainage,780.051949
655,0,None,low,0.339549,None,Moderate (25-50%),moderate_low,Chap,1539.727406,33.22954,29.421884,1992670.392,1091.067039,-3.133134,1539.737266,30.735894,6.132864,154.767844,0.986847,4146.593757,0.438275063,8.604815,74,9.56353,285.368605,1.091563,90%,60%,10%,90%,100%,40%,90%,10%,90%,40%,10%,100%,75%,25%,100%,100%,50%,100%,25%,100%,50%,25%,Midslope with Drainage,811.162306
656,5,High,high,0.553115,High,Moderate-High(50-75%),moderate,Chap,1578.11362,34.388348,29.369634,2179955.69,1088.734146,-1.589909,1581.077815,30.467567,3.801215,88.874336,0.695843,2318.249224,-0.508650311,8.60031,74,10.481041,283.662541,1.157169,90%,70%,10%,90%,100%,60%,100%,10%,20%,30%,10%,100%,75%,25%,100%,100%,75%,100%,25%,25%,25%,25%,Midslope ,814.205132
657,2,Low,ml,0.433391,Low,Moderate-High(50-75%),moderate,Chap/Oak,1441.52068,28.407298,29.29143,2539184.5,1091.708474,-4.554502,1442.043774,30.925777,5.01966,110.862818,1.255907,4443.073062,0.506352656,8.676183,74,8.837226,284.912135,1.043165,80%,30%,10%,100%,100%,20%,80%,10%,70%,40%,10%,75%,25%,25%,100%,100%,25%,75%,25%,75%,50%,25%,Midslope with Drainage,842.552592
658,5,High,high,0.439101,High,High (75-100%),high,Chap/Oak,1512.241695,33.778232,29.281576,2195498.527,1090.108585,-0.808464,1512.544402,30.586809,4.329093,81.86263,0.917858,12402.19999,0.19367261,8.668115,74,9.690602,283.052919,1.126668,90%,60%,10%,90%,100%,70%,90%,10%,30%,70%,10%,100%,75%,25%,100%,100%,75%,100%,25%,50%,75%,25%,Midslope with Drainage,838.330456
659,0,None,low,0.098829,None,Low (5-25%),low,Chap/Oak,1524.117054,39.581004,29.283816,878761.6208,1084.734237,-3.966126,1522.331021,30.173298,4.937204,260.784708,1.02257,16489.1569,-0.336885918,8.634976,74,11.844173,286.118797,1.095179,90%,100%,10%,20%,100%,30%,90%,10%,60%,70%,10%,100%,100%,25%,25%,100%,25%,100%,25%,75%,75%,25%,Midslope with Drainage,821.499
660,0,None,low,0.459872,None,Low (5-25%),low,Chap,1533.31583,44.883954,29.333758,1389060.808,1084.545286,-3.60734,1532.346983,30.358516,4.023096,273.637167,0.645382,4672.64189,-0.057487419,8.739078,74,10.841913,285.561116,1.144593,90%,100%,10%,60%,100%,30%,90%,10%,20%,40%,10%,100%,100%,25%,75%,100%,50%,100%,25%,25%,50%,25%,Upmost with Drainage,842.727922
661,2,Low,ml,0.257311,Low,Moderate-High(50-75%),moderate,Chap/Oak,1441.299009,39.625148,29.433326,1461313.851,1080.671129,-2.996517,1440.603578,30.540007,4.276853,307.084296,0.793573,21788.95282,0.919932904,8.841678,74,10.964719,289.288029,1.089137,80%,100%,10%,70%,100%,40%,80%,10%,30%,80%,20%,75%,100%,25%,75%,100%,50%,75%,25%,50%,75%,25%,Midslope with Drainage,842.322085
662,0,None,low,0.101279,None,Low (5-25%),low,Chap,1503.054443,43.646572,29.263567,1394714.344,1080.964453,5.551225,1503.054443,30.168191,2.92402,141.533149,0.370729,1681.773068,-0.213001253,8.733587,74,12.501723,291.889212,1.136865,90%,100%,10%,60%,100%,100%,90%,10%,10%,20%,10%,100%,100%,25%,75%,100%,100%,100%,25%,25%,25%,25%,Midslope with Drainage,817.242843
663,0,None,low,0.220674,None,Low (5-25%),low,Chap/Oak,1228.292652,18.156697,30.282784,2498374.671,1071.411728,-3.482187,1228.407152,33.709662,6.122137,156.895888,1.290893,9107.065721,0.531076006,9.701744,74,9.488428,303.449529,0.951945,30%,10%,20%,100%,100%,30%,30%,20%,90%,60%,40%,25%,25%,25%,100%,100%,50%,25%,25%,100%,75%,50%,Valley/River Bottom,887.508072
664,1,Very Low,low,0.326829,Low,High (75-100%),high,Chap/Oak,1308.391981,28.60823,29.996598,1266045.081,1070.994036,-2.590167,1308.188016,32.347499,5.323134,225.329162,1.054721,52963.02216,0.946313559,9.274053,74,9.382057,295.737321,1.01702,50%,30%,10%,50%,100%,40%,50%,20%,80%,90%,30%,50%,25%,25%,50%,100%,50%,50%,25%,75%,100%,50%,Adjacent to Bed,862.36303
665,2,Low,ml,0.29725,Low,Moderate (25-50%),moderate_low,Chap/Oak,1281.205318,19.067634,29.85501,2624292.226,1074.596189,-3.556138,1281.229984,32.010461,6.690398,185.25749,1.423495,13339.29026,-0.455204459,9.249962,74,10.118714,297.803278,0.967957,40%,10%,10%,100%,100%,30%,40%,20%,100%,70%,30%,50%,25%,25%,100%,100%,50%,50%,25%,100%,75%,50%,Valley/River Bottom,864.076831
666,2,Low,ml,0.618716,Low,High (75-100%),high,Chap,1342.430068,27.673749,29.762066,2016954.396,1071.633528,-4.999737,1342.267818,31.730189,5.932596,268.451129,1.208135,16657.5593,0.862215943,8.958773,74,9.721959,290.688071,1.000131,60%,30%,10%,90%,100%,20%,60%,10%,90%,70%,20%,75%,25%,25%,100%,100%,25%,75%,25%,100%,75%,25%,Valley/River Bottom,855.341668
667,5,High,high,0.664748,High,Moderate-High(50-75%),moderate,Chap,1410.75876,38.396314,29.76729,1424800.376,1069.85389,1.392781,1409.867465,31.990176,4.11532,312.7981,0.661229,7049.910979,0.986171812,8.929444,74,9.748528,292.854783,1.111869,70%,90%,10%,70%,100%,90%,70%,20%,30%,50%,20%,75%,100%,25%,75%,100%,100%,75%,25%,25%,50%,25%,Midslope,853.360449
668,4,Moderate,moderate,0.688023,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1390.191645,22.002924,29.519245,2484282.423,1081.803893,-2.113757,1390.538937,31.367212,6.051754,205.640061,1.132437,29033.78054,0.872557433,8.782578,74,9.280582,288.241246,1.02013,70%,10%,10%,100%,100%,50%,70%,10%,90%,90%,20%,75%,25%,25%,100%,100%,50%,75%,25%,100%,100%,25%,Valley/River Bottom,857.295982
669,0,None,low,0.459932,None,Moderate-High(50-75%),moderate,Chap/Oak,1286.288468,31.133175,30.184799,1553209.552,1048.218372,-7.600114,1286.307648,33.172926,6.740731,309.240851,1.462192,14938.00303,-0.83528211,9.024277,74,11.139367,288.005952,0.965705,40%,40%,20%,70%,100%,10%,40%,20%,100%,70%,20%,50%,50%,25%,75%,100%,25%,50%,25%,100%,75%,25%,Adjacent to Bed,866.649243
671,4,Moderate,moderate,0.677078,Moderate,High (75-100%),high,Chap/Oak,1151.683827,42.329601,31.088901,892561.9886,995.131945,-4.006459,1151.360496,35.464247,4.774433,351.06619,0.987611,2156.982159,0.920090894,10.161141,74,9.784324,306.718542,0.968817,20%,100%,30%,20%,100%,30%,20%,30%,50%,20%,60%,25%,100%,25%,25%,100%,25%,25%,25%,50%,25%,75%,Adjacent to Bed,893.244758
672,2,Low,ml,0.549135,Low,High (75-100%),high,Chap/Oak,1135.468275,31.24665,31.193938,1147502.696,992.869615,-5.395401,1135.006392,35.807185,5.357165,181.647413,1.339394,6667.042723,0.808198238,10.346255,74,9.477137,309.812644,0.957025,10%,40%,30%,40%,100%,20%,10%,30%,80%,50%,60%,25%,50%,25%,50%,100%,25%,25%,25%,75%,50%,75%,Adjacent to Bed,900.44042
